KodePelanggan,NamaPelanggan,INV,KodeBarang,NamaBarang,Tanggal,Termin,Kuantitas,Satuan,Harga,Penjualan,KategoriPelanggan,Lokasi
C005,CV Berkah Abadi,INV20210610572,B002,Printer Epson,6/10/2021,N30,18,Pcs,834872,15027696,Retail,Semarang
C005,CV Berkah Abadi,INV20210610887,B005,Monitor Samsung,6/10/2021,N15,13,Unit,1684314,21896082,Retail,Semarang
C004,PT Makmur Bersama,INV20210611660,B005,Monitor Samsung,6/11/2021,N30,1,Pcs,1051938,1051938,Distributor,Medan
C005,CV Berkah Abadi,INV20210611331,B003,Mouse Logitech,6/11/2021,N30,4,Unit,903490,3613960,Grosir,Semarang
C001,PT Sinar Jaya,INV20210612506,B001,Laptop Lenovo,6/12/2021,N15,16,Pcs,593574,9497184,Distributor,Jakarta
C005,CV Berkah Abadi,INV20210613303,B005,Monitor Samsung,6/13/2021,N15,20,Pcs,1308098,26161960,Retail,Semarang
C004,PT Makmur Bersama,INV20210614481,B002,Printer Epson,6/14/2021,N7,20,Pcs,415277,8305540,Grosir,Medan
C002,CV Maju Terus,INV20210615457,B005,Monitor Samsung,6/15/2021,N30,5,Pcs,671446,3357230,Grosir,Bandung
C005,CV Berkah Abadi,INV20210615583,B003,Mouse Logitech,6/15/2021,N7,20,Unit,1964351,39287020,Distributor,Semarang
C001,PT Sinar Jaya,INV20210615757,B003,Mouse Logitech,6/15/2021,N30,18,Pcs,571999,10295982,Grosir,Jakarta
C001,PT Sinar Jaya,INV20210615731,B005,Monitor Samsung,6/15/2021,N30,15,Pcs,1062977,15944655,Retail,Jakarta
C002,CV Maju Terus,INV20210615939,B004,Keyboard Mechanical,6/15/2021,N15,15,Unit,1184024,17760360,Grosir,Bandung
C005,CV Berkah Abadi,INV20210615296,B003,Mouse Logitech,6/15/2021,N30,14,Unit,217553,3045742,Grosir,Semarang
C002,CV Maju Terus,INV20210616660,B001,Laptop Lenovo,6/16/2021,N7,19,Unit,434083,8247577,Retail,Bandung
C002,CV Maju Terus,INV20210616756,B002,Printer Epson,6/16/2021,N15,2,Pcs,758437,1516874,Retail,Bandung
C001,PT Sinar Jaya,INV20210617707,B004,Keyboard Mechanical,6/17/2021,N7,3,Unit,1624925,4874775,Retail,Jakarta
C002,CV Maju Terus,INV20210617146,B004,Keyboard Mechanical,6/17/2021,N7,7,Unit,1892728,13249096,Grosir,Bandung
C004,PT Makmur Bersama,INV20210617676,B004,Keyboard Mechanical,6/17/2021,N30,3,Pcs,775265,2325795,Retail,Medan
C004,PT Makmur Bersama,INV20210618528,B004,Keyboard Mechanical,6/18/2021,N7,8,Pcs,1121807,8974456,Distributor,Medan
C001,PT Sinar Jaya,INV20210618586,B001,Laptop Lenovo,6/18/2021,N30,9,Unit,1970691,17736219,Distributor,Jakarta
C003,UD Sentosa,INV20210618620,B001,Laptop Lenovo,6/18/2021,N7,20,Pcs,666083,13321660,Retail,Surabaya
C004,PT Makmur Bersama,INV20210619511,B004,Keyboard Mechanical,6/19/2021,N7,4,Pcs,1653220,6612880,Grosir,Medan
C003,UD Sentosa,INV20210619666,B003,Mouse Logitech,6/19/2021,N7,20,Unit,1987744,39754880,Grosir,Surabaya
C005,CV Berkah Abadi,INV20210619856,B005,Monitor Samsung,6/19/2021,N30,6,Pcs,1283982,7703892,Distributor,Semarang
C002,CV Maju Terus,INV20210619318,B001,Laptop Lenovo,6/19/2021,N7,18,Unit,1822803,32810454,Grosir,Bandung
C001,PT Sinar Jaya,INV20210620529,B003,Mouse Logitech,6/20/2021,N7,18,Unit,217442,3913956,Distributor,Jakarta
C003,UD Sentosa,INV20210620588,B003,Mouse Logitech,6/20/2021,N7,7,Unit,1212165,8485155,Grosir,Surabaya
C005,CV Berkah Abadi,INV20210621952,B005,Monitor Samsung,6/21/2021,N15,18,Unit,1489188,26805384,Distributor,Semarang
C005,CV Berkah Abadi,INV20210621470,B001,Laptop Lenovo,6/21/2021,N7,9,Pcs,1232138,11089242,Distributor,Semarang
C004,PT Makmur Bersama,INV20210621457,B001,Laptop Lenovo,6/21/2021,N7,16,Unit,1102057,17632912,Distributor,Medan
C003,UD Sentosa,INV20210621795,B001,Laptop Lenovo,6/21/2021,N15,12,Pcs,1360481,16325772,Distributor,Surabaya
C005,CV Berkah Abadi,INV20210622725,B004,Keyboard Mechanical,6/22/2021,N7,19,Pcs,1818498,34551462,Distributor,Semarang
C001,PT Sinar Jaya,INV20210622669,B003,Mouse Logitech,6/22/2021,N15,14,Unit,652867,9140138,Distributor,Jakarta
C004,PT Makmur Bersama,INV20210622381,B005,Monitor Samsung,6/22/2021,N15,20,Pcs,1818814,36376280,Grosir,Medan
C001,PT Sinar Jaya,INV20210623329,B004,Keyboard Mechanical,6/23/2021,N30,7,Pcs,918229,6427603,Distributor,Jakarta
C001,PT Sinar Jaya,INV20210623240,B004,Keyboard Mechanical,6/23/2021,N30,12,Pcs,1932159,23185908,Distributor,Jakarta
C001,PT Sinar Jaya,INV20210623381,B001,Laptop Lenovo,6/23/2021,N15,14,Pcs,1030487,14426818,Distributor,Jakarta
C001,PT Sinar Jaya,INV20210623203,B001,Laptop Lenovo,6/23/2021,N7,2,Pcs,1391033,2782066,Retail,Jakarta
C002,CV Maju Terus,INV20210623105,B003,Mouse Logitech,6/23/2021,N30,11,Unit,1178150,12959650,Grosir,Bandung
C002,CV Maju Terus,INV20210624831,B005,Monitor Samsung,6/24/2021,N7,11,Unit,1403814,15441954,Distributor,Bandung
C003,UD Sentosa,INV20210624651,B001,Laptop Lenovo,6/24/2021,N15,8,Pcs,1239808,9918464,Retail,Surabaya
C001,PT Sinar Jaya,INV20210625888,B001,Laptop Lenovo,6/25/2021,N30,7,Pcs,1469252,10284764,Distributor,Jakarta
C005,CV Berkah Abadi,INV20210625288,B003,Mouse Logitech,6/25/2021,N7,13,Pcs,1627438,21156694,Retail,Semarang
C001,PT Sinar Jaya,INV20210625981,B003,Mouse Logitech,6/25/2021,N15,20,Unit,204308,4086160,Retail,Jakarta
C001,PT Sinar Jaya,INV20210625194,B001,Laptop Lenovo,6/25/2021,N7,6,Unit,1699451,10196706,Retail,Jakarta
C003,UD Sentosa,INV20210626304,B004,Keyboard Mechanical,6/26/2021,N7,13,Pcs,1618961,21046493,Grosir,Surabaya
C004,PT Makmur Bersama,INV20210626662,B005,Monitor Samsung,6/26/2021,N30,6,Pcs,1729679,10378074,Grosir,Medan
C005,CV Berkah Abadi,INV20210626266,B005,Monitor Samsung,6/26/2021,N30,13,Unit,1310643,17038359,Retail,Semarang
C003,UD Sentosa,INV20210627315,B004,Keyboard Mechanical,6/27/2021,N15,5,Pcs,378246,1891230,Retail,Surabaya
C001,PT Sinar Jaya,INV20210627944,B001,Laptop Lenovo,6/27/2021,N15,3,Pcs,1531859,4595577,Distributor,Jakarta
C004,PT Makmur Bersama,INV20210627426,B004,Keyboard Mechanical,6/27/2021,N30,12,Unit,708166,8497992,Retail,Medan
C003,UD Sentosa,INV20210628171,B003,Mouse Logitech,6/28/2021,N15,14,Unit,1502526,21035364,Grosir,Surabaya
C001,PT Sinar Jaya,INV20210628873,B003,Mouse Logitech,6/28/2021,N30,17,Pcs,686152,11664584,Grosir,Jakarta
C001,PT Sinar Jaya,INV20210628996,B002,Printer Epson,6/28/2021,N15,17,Pcs,1321450,22464650,Distributor,Jakarta
C004,PT Makmur Bersama,INV20210628558,B002,Printer Epson,6/28/2021,N15,15,Unit,684156,10262340,Grosir,Medan
C002,CV Maju Terus,INV20210628413,B001,Laptop Lenovo,6/28/2021,N30,12,Unit,674447,8093364,Retail,Bandung
C005,CV Berkah Abadi,INV20210629941,B005,Monitor Samsung,6/29/2021,N7,13,Unit,1116950,14520350,Grosir,Semarang
C005,CV Berkah Abadi,INV20210630773,B004,Keyboard Mechanical,6/30/2021,N30,16,Pcs,1902109,30433744,Grosir,Semarang
C005,CV Berkah Abadi,INV20210630183,B003,Mouse Logitech,6/30/2021,N7,6,Pcs,1350562,8103372,Grosir,Semarang
C001,PT Sinar Jaya,INV20210701458,B002,Printer Epson,7/1/2021,N30,5,Pcs,1783256,8916280,Distributor,Jakarta
C004,PT Makmur Bersama,INV20210702401,B001,Laptop Lenovo,7/2/2021,N7,14,Unit,1620951,22693314,Grosir,Medan
C003,UD Sentosa,INV20210702391,B001,Laptop Lenovo,7/2/2021,N15,10,Unit,976693,9766930,Grosir,Surabaya
C002,CV Maju Terus,INV20210703498,B001,Laptop Lenovo,7/3/2021,N15,15,Unit,338992,5084880,Grosir,Bandung
C001,PT Sinar Jaya,INV20210703733,B004,Keyboard Mechanical,7/3/2021,N15,12,Pcs,1089513,13074156,Distributor,Jakarta
C003,UD Sentosa,INV20210703132,B003,Mouse Logitech,7/3/2021,N15,9,Unit,175652,1580868,Distributor,Surabaya
C001,PT Sinar Jaya,INV20210703642,B003,Mouse Logitech,7/3/2021,N7,15,Unit,617944,9269160,Retail,Jakarta
C002,CV Maju Terus,INV20210704497,B005,Monitor Samsung,7/4/2021,N15,11,Pcs,1114269,12256959,Grosir,Bandung
C005,CV Berkah Abadi,INV20210704220,B003,Mouse Logitech,7/4/2021,N7,9,Pcs,1532228,13790052,Retail,Semarang
C001,PT Sinar Jaya,INV20210704185,B004,Keyboard Mechanical,7/4/2021,N15,16,Unit,1008851,16141616,Distributor,Jakarta
C001,PT Sinar Jaya,INV20210704712,B005,Monitor Samsung,7/4/2021,N30,14,Pcs,316329,4428606,Retail,Jakarta
C002,CV Maju Terus,INV20210705573,B001,Laptop Lenovo,7/5/2021,N7,18,Unit,375207,6753726,Grosir,Bandung
C004,PT Makmur Bersama,INV20210705491,B002,Printer Epson,7/5/2021,N15,17,Pcs,1428932,24291844,Retail,Medan
C005,CV Berkah Abadi,INV20210705686,B005,Monitor Samsung,7/5/2021,N30,12,Unit,747347,8968164,Grosir,Semarang
C002,CV Maju Terus,INV20210705757,B005,Monitor Samsung,7/5/2021,N15,19,Pcs,423215,8041085,Retail,Bandung
C004,PT Makmur Bersama,INV20210705594,B001,Laptop Lenovo,7/5/2021,N15,19,Unit,1009065,19172235,Retail,Medan
C001,PT Sinar Jaya,INV20210705654,B001,Laptop Lenovo,7/5/2021,N7,12,Unit,1179683,14156196,Grosir,Jakarta
C004,PT Makmur Bersama,INV20210705387,B002,Printer Epson,7/5/2021,N15,7,Unit,1007904,7055328,Grosir,Medan
C005,CV Berkah Abadi,INV20210705760,B002,Printer Epson,7/5/2021,N30,10,Unit,285912,2859120,Grosir,Semarang
C002,CV Maju Terus,INV20210706312,B005,Monitor Samsung,7/6/2021,N7,2,Pcs,1015204,2030408,Retail,Bandung
C005,CV Berkah Abadi,INV20210706505,B003,Mouse Logitech,7/6/2021,N15,16,Unit,1072341,17157456,Grosir,Semarang
C005,CV Berkah Abadi,INV20210706695,B001,Laptop Lenovo,7/6/2021,N7,14,Unit,1143674,16011436,Distributor,Semarang
C005,CV Berkah Abadi,INV20210706940,B001,Laptop Lenovo,7/6/2021,N30,12,Unit,1151639,13819668,Grosir,Semarang
C005,CV Berkah Abadi,INV20210707290,B004,Keyboard Mechanical,7/7/2021,N30,1,Unit,734786,734786,Grosir,Semarang
C001,PT Sinar Jaya,INV20210707738,B005,Monitor Samsung,7/7/2021,N15,2,Pcs,731312,1462624,Retail,Jakarta
C001,PT Sinar Jaya,INV20210708587,B001,Laptop Lenovo,7/8/2021,N30,17,Unit,1282143,21796431,Distributor,Jakarta
C004,PT Makmur Bersama,INV20210709672,B003,Mouse Logitech,7/9/2021,N30,11,Unit,823264,9055904,Grosir,Medan
C002,CV Maju Terus,INV20210710743,B003,Mouse Logitech,7/10/2021,N15,19,Unit,1392393,26455467,Retail,Bandung
C004,PT Makmur Bersama,INV20210710773,B005,Monitor Samsung,7/10/2021,N7,9,Pcs,1495227,13457043,Distributor,Medan
C003,UD Sentosa,INV20210711141,B001,Laptop Lenovo,7/11/2021,N7,2,Unit,381628,763256,Grosir,Surabaya
C002,CV Maju Terus,INV20210711369,B004,Keyboard Mechanical,7/11/2021,N15,2,Unit,416297,832594,Distributor,Bandung
C002,CV Maju Terus,INV20210711680,B004,Keyboard Mechanical,7/11/2021,N7,9,Unit,1987415,17886735,Grosir,Bandung
C002,CV Maju Terus,INV20210711414,B002,Printer Epson,7/11/2021,N30,17,Unit,1051428,17874276,Distributor,Bandung
C002,CV Maju Terus,INV20210711607,B005,Monitor Samsung,7/11/2021,N7,9,Unit,1543339,13890051,Retail,Bandung
C002,CV Maju Terus,INV20210712960,B004,Keyboard Mechanical,7/12/2021,N7,19,Unit,150707,2863433,Distributor,Bandung
C005,CV Berkah Abadi,INV20210712753,B003,Mouse Logitech,7/12/2021,N15,16,Unit,1878268,30052288,Retail,Semarang
C004,PT Makmur Bersama,INV20210713966,B003,Mouse Logitech,7/13/2021,N30,19,Pcs,1160890,22056910,Grosir,Medan
C002,CV Maju Terus,INV20210713529,B003,Mouse Logitech,7/13/2021,N15,12,Unit,970410,11644920,Grosir,Bandung
C004,PT Makmur Bersama,INV20210714656,B005,Monitor Samsung,7/14/2021,N30,6,Unit,1962918,11777508,Distributor,Medan
C004,PT Makmur Bersama,INV20210714278,B003,Mouse Logitech,7/14/2021,N7,3,Pcs,302098,906294,Distributor,Medan
C002,CV Maju Terus,INV20210714489,B005,Monitor Samsung,7/14/2021,N7,11,Pcs,414713,4561843,Distributor,Bandung
C002,CV Maju Terus,INV20210714933,B003,Mouse Logitech,7/14/2021,N7,1,Unit,994974,994974,Retail,Bandung
C003,UD Sentosa,INV20210714877,B002,Printer Epson,7/14/2021,N7,16,Unit,733714,11739424,Grosir,Surabaya
C003,UD Sentosa,INV20210715140,B003,Mouse Logitech,7/15/2021,N7,13,Pcs,1510644,19638372,Grosir,Surabaya
C002,CV Maju Terus,INV20210715224,B002,Printer Epson,7/15/2021,N15,16,Unit,1365338,21845408,Retail,Bandung
C002,CV Maju Terus,INV20210716572,B003,Mouse Logitech,7/16/2021,N15,19,Unit,627322,11919118,Distributor,Bandung
C001,PT Sinar Jaya,INV20210716566,B002,Printer Epson,7/16/2021,N15,18,Pcs,1442233,25960194,Grosir,Jakarta
C004,PT Makmur Bersama,INV20210717516,B002,Printer Epson,7/17/2021,N30,13,Pcs,139252,1810276,Grosir,Medan
C004,PT Makmur Bersama,INV20210717194,B004,Keyboard Mechanical,7/17/2021,N7,20,Unit,1244503,24890060,Grosir,Medan
C002,CV Maju Terus,INV20210717209,B005,Monitor Samsung,7/17/2021,N30,18,Pcs,1618784,29138112,Distributor,Bandung
C001,PT Sinar Jaya,INV20210718391,B003,Mouse Logitech,7/18/2021,N15,2,Unit,155168,310336,Retail,Jakarta
C001,PT Sinar Jaya,INV20210718249,B001,Laptop Lenovo,7/18/2021,N15,20,Unit,1684433,33688660,Distributor,Jakarta
C002,CV Maju Terus,INV20210718432,B005,Monitor Samsung,7/18/2021,N7,15,Unit,1549260,23238900,Grosir,Bandung
C002,CV Maju Terus,INV20210718434,B005,Monitor Samsung,7/18/2021,N30,17,Pcs,1257484,21377228,Retail,Bandung
C003,UD Sentosa,INV20210719941,B003,Mouse Logitech,7/19/2021,N15,9,Pcs,251116,2260044,Distributor,Surabaya
C004,PT Makmur Bersama,INV20210719224,B002,Printer Epson,7/19/2021,N7,15,Unit,1471452,22071780,Grosir,Medan
C002,CV Maju Terus,INV20210719755,B005,Monitor Samsung,7/19/2021,N15,11,Unit,976160,10737760,Distributor,Bandung
C004,PT Makmur Bersama,INV20210719129,B001,Laptop Lenovo,7/19/2021,N15,4,Pcs,1435550,5742200,Retail,Medan
C002,CV Maju Terus,INV20210720333,B004,Keyboard Mechanical,7/20/2021,N7,15,Pcs,711656,10674840,Grosir,Bandung
C004,PT Makmur Bersama,INV20210720243,B005,Monitor Samsung,7/20/2021,N30,2,Pcs,397963,795926,Retail,Medan
C004,PT Makmur Bersama,INV20210720997,B001,Laptop Lenovo,7/20/2021,N7,18,Pcs,1130031,20340558,Grosir,Medan
C005,CV Berkah Abadi,INV20210721459,B001,Laptop Lenovo,7/21/2021,N30,1,Unit,946490,946490,Grosir,Semarang
C002,CV Maju Terus,INV20210721587,B005,Monitor Samsung,7/21/2021,N7,13,Pcs,1773222,23051886,Grosir,Bandung
C004,PT Makmur Bersama,INV20210721382,B004,Keyboard Mechanical,7/21/2021,N30,2,Pcs,143579,287158,Distributor,Medan
C005,CV Berkah Abadi,INV20210722516,B002,Printer Epson,7/22/2021,N7,8,Unit,1040244,8321952,Retail,Semarang
C002,CV Maju Terus,INV20210722185,B001,Laptop Lenovo,7/22/2021,N7,2,Pcs,469600,939200,Distributor,Bandung
C003,UD Sentosa,INV20210722740,B003,Mouse Logitech,7/22/2021,N15,5,Pcs,1496061,7480305,Distributor,Surabaya
C001,PT Sinar Jaya,INV20210722476,B003,Mouse Logitech,7/22/2021,N30,3,Pcs,897283,2691849,Distributor,Jakarta
C001,PT Sinar Jaya,INV20210723741,B003,Mouse Logitech,7/23/2021,N30,18,Pcs,793334,14280012,Retail,Jakarta
C002,CV Maju Terus,INV20210723740,B002,Printer Epson,7/23/2021,N30,17,Unit,886603,15072251,Distributor,Bandung
C001,PT Sinar Jaya,INV20210723229,B004,Keyboard Mechanical,7/23/2021,N15,20,Unit,106363,2127260,Retail,Jakarta
C003,UD Sentosa,INV20210724865,B004,Keyboard Mechanical,7/24/2021,N7,10,Unit,792004,7920040,Grosir,Surabaya
C004,PT Makmur Bersama,INV20210724643,B004,Keyboard Mechanical,7/24/2021,N15,16,Pcs,786970,12591520,Distributor,Medan
C003,UD Sentosa,INV20210725856,B004,Keyboard Mechanical,7/25/2021,N30,12,Pcs,1516296,18195552,Grosir,Surabaya
C004,PT Makmur Bersama,INV20210725253,B002,Printer Epson,7/25/2021,N15,18,Pcs,1447193,26049474,Distributor,Medan
C005,CV Berkah Abadi,INV20210727476,B002,Printer Epson,7/27/2021,N15,15,Unit,1935096,29026440,Grosir,Semarang
C004,PT Makmur Bersama,INV20210727370,B002,Printer Epson,7/27/2021,N15,6,Unit,107514,645084,Distributor,Medan
C003,UD Sentosa,INV20210727856,B003,Mouse Logitech,7/27/2021,N7,14,Pcs,305371,4275194,Retail,Surabaya
C002,CV Maju Terus,INV20210727795,B002,Printer Epson,7/27/2021,N7,8,Pcs,256537,2052296,Distributor,Bandung
C004,PT Makmur Bersama,INV20210727767,B002,Printer Epson,7/27/2021,N15,2,Unit,181242,362484,Distributor,Medan
C005,CV Berkah Abadi,INV20210727900,B004,Keyboard Mechanical,7/27/2021,N30,9,Unit,169852,1528668,Retail,Semarang
C002,CV Maju Terus,INV20210728195,B001,Laptop Lenovo,7/28/2021,N15,2,Pcs,919871,1839742,Distributor,Bandung
C004,PT Makmur Bersama,INV20210728867,B002,Printer Epson,7/28/2021,N15,8,Pcs,1423155,11385240,Grosir,Medan
C003,UD Sentosa,INV20210728998,B004,Keyboard Mechanical,7/28/2021,N7,14,Unit,108434,1518076,Distributor,Surabaya
C001,PT Sinar Jaya,INV20210729286,B001,Laptop Lenovo,7/29/2021,N7,18,Pcs,1525673,27462114,Grosir,Jakarta
C001,PT Sinar Jaya,INV20210729619,B002,Printer Epson,7/29/2021,N15,6,Pcs,262390,1574340,Retail,Jakarta
C003,UD Sentosa,INV20210729198,B004,Keyboard Mechanical,7/29/2021,N30,16,Unit,120534,1928544,Grosir,Surabaya
C005,CV Berkah Abadi,INV20210730203,B002,Printer Epson,7/30/2021,N30,9,Unit,786351,7077159,Distributor,Semarang
C004,PT Makmur Bersama,INV20210730656,B001,Laptop Lenovo,7/30/2021,N15,3,Unit,1399344,4198032,Distributor,Medan
C002,CV Maju Terus,INV20210730988,B005,Monitor Samsung,7/30/2021,N7,5,Pcs,333687,1668435,Grosir,Bandung
C001,PT Sinar Jaya,INV20210731954,B003,Mouse Logitech,7/31/2021,N30,4,Pcs,1090469,4361876,Distributor,Jakarta
C003,UD Sentosa,INV20210731187,B002,Printer Epson,7/31/2021,N7,9,Pcs,212273,1910457,Grosir,Surabaya
C003,UD Sentosa,INV20210731214,B002,Printer Epson,7/31/2021,N30,1,Pcs,1574791,1574791,Retail,Surabaya
C001,PT Sinar Jaya,INV20210731474,B004,Keyboard Mechanical,7/31/2021,N15,20,Unit,1811798,36235960,Retail,Jakarta
C002,CV Maju Terus,INV20210801754,B005,Monitor Samsung,8/1/2021,N7,8,Unit,126353,1010824,Grosir,Bandung
C001,PT Sinar Jaya,INV20210801762,B003,Mouse Logitech,8/1/2021,N30,17,Unit,733693,12472781,Grosir,Jakarta
C005,CV Berkah Abadi,INV20210801864,B004,Keyboard Mechanical,8/1/2021,N30,16,Unit,991927,15870832,Retail,Semarang
C002,CV Maju Terus,INV20210802293,B001,Laptop Lenovo,8/2/2021,N15,16,Pcs,547212,8755392,Retail,Bandung
C002,CV Maju Terus,INV20210802458,B001,Laptop Lenovo,8/2/2021,N15,16,Pcs,1310520,20968320,Retail,Bandung
C005,CV Berkah Abadi,INV20210803741,B004,Keyboard Mechanical,8/3/2021,N30,13,Unit,1270928,16522064,Grosir,Semarang
C004,PT Makmur Bersama,INV20210804134,B005,Monitor Samsung,8/4/2021,N7,8,Unit,1425512,11404096,Retail,Medan
C001,PT Sinar Jaya,INV20210804921,B002,Printer Epson,8/4/2021,N15,3,Pcs,458835,1376505,Distributor,Jakarta
C001,PT Sinar Jaya,INV20210804800,B003,Mouse Logitech,8/4/2021,N30,16,Pcs,330737,5291792,Grosir,Jakarta
C005,CV Berkah Abadi,INV20210804304,B003,Mouse Logitech,8/4/2021,N30,5,Unit,1857033,9285165,Retail,Semarang
C001,PT Sinar Jaya,INV20210804318,B003,Mouse Logitech,8/4/2021,N30,7,Unit,617747,4324229,Grosir,Jakarta
C001,PT Sinar Jaya,INV20210805285,B002,Printer Epson,8/5/2021,N15,15,Unit,431355,6470325,Distributor,Jakarta
C003,UD Sentosa,INV20210805201,B004,Keyboard Mechanical,8/5/2021,N7,19,Pcs,971284,18454396,Distributor,Surabaya
C005,CV Berkah Abadi,INV20210805584,B002,Printer Epson,8/5/2021,N7,5,Unit,863277,4316385,Retail,Semarang
C001,PT Sinar Jaya,INV20210805530,B005,Monitor Samsung,8/5/2021,N15,16,Pcs,990117,15841872,Distributor,Jakarta
C002,CV Maju Terus,INV20210806931,B002,Printer Epson,8/6/2021,N7,2,Unit,379682,759364,Retail,Bandung
C005,CV Berkah Abadi,INV20210806355,B005,Monitor Samsung,8/6/2021,N15,10,Pcs,830036,8300360,Retail,Semarang
C001,PT Sinar Jaya,INV20210806219,B001,Laptop Lenovo,8/6/2021,N30,3,Unit,1020925,3062775,Distributor,Jakarta
C004,PT Makmur Bersama,INV20210807173,B002,Printer Epson,8/7/2021,N30,4,Pcs,249129,996516,Grosir,Medan
C005,CV Berkah Abadi,INV20210807141,B001,Laptop Lenovo,8/7/2021,N15,19,Pcs,217528,4133032,Distributor,Semarang
C004,PT Makmur Bersama,INV20210807143,B003,Mouse Logitech,8/7/2021,N7,18,Pcs,1299207,23385726,Grosir,Medan
C003,UD Sentosa,INV20210807253,B001,Laptop Lenovo,8/7/2021,N15,4,Pcs,1173090,4692360,Distributor,Surabaya
C004,PT Makmur Bersama,INV20210808449,B001,Laptop Lenovo,8/8/2021,N7,7,Pcs,1135216,7946512,Distributor,Medan
C001,PT Sinar Jaya,INV20210808646,B003,Mouse Logitech,8/8/2021,N7,18,Unit,1746407,31435326,Distributor,Jakarta
C003,UD Sentosa,INV20210809267,B002,Printer Epson,8/9/2021,N15,2,Unit,1289264,2578528,Distributor,Surabaya
C002,CV Maju Terus,INV20210809178,B005,Monitor Samsung,8/9/2021,N7,13,Unit,171686,2231918,Grosir,Bandung
C001,PT Sinar Jaya,INV20210809677,B002,Printer Epson,8/9/2021,N30,18,Pcs,1438906,25900308,Distributor,Jakarta
C001,PT Sinar Jaya,INV20210810316,B002,Printer Epson,8/10/2021,N7,2,Unit,153951,307902,Grosir,Jakarta
C003,UD Sentosa,INV20210811630,B004,Keyboard Mechanical,8/11/2021,N7,5,Unit,573153,2865765,Retail,Surabaya
C004,PT Makmur Bersama,INV20210811709,B005,Monitor Samsung,8/11/2021,N7,8,Unit,138675,1109400,Retail,Medan
C001,PT Sinar Jaya,INV20210811317,B002,Printer Epson,8/11/2021,N15,7,Pcs,688881,4822167,Grosir,Jakarta
C005,CV Berkah Abadi,INV20210813518,B004,Keyboard Mechanical,8/13/2021,N30,4,Unit,182682,730728,Distributor,Semarang
C003,UD Sentosa,INV20210813146,B002,Printer Epson,8/13/2021,N15,19,Unit,986432,18742208,Grosir,Surabaya
C001,PT Sinar Jaya,INV20210813419,B005,Monitor Samsung,8/13/2021,N30,10,Pcs,733031,7330310,Distributor,Jakarta
C005,CV Berkah Abadi,INV20210813698,B003,Mouse Logitech,8/13/2021,N15,2,Pcs,1633058,3266116,Retail,Semarang
C005,CV Berkah Abadi,INV20210813708,B002,Printer Epson,8/13/2021,N7,19,Unit,1053551,20017469,Grosir,Semarang
C005,CV Berkah Abadi,INV20210814294,B005,Monitor Samsung,8/14/2021,N30,2,Unit,1988806,3977612,Retail,Semarang
C005,CV Berkah Abadi,INV20210814318,B003,Mouse Logitech,8/14/2021,N15,2,Pcs,1750250,3500500,Distributor,Semarang
C002,CV Maju Terus,INV20210814835,B002,Printer Epson,8/14/2021,N15,1,Pcs,1607680,1607680,Grosir,Bandung
C001,PT Sinar Jaya,INV20210815271,B002,Printer Epson,8/15/2021,N15,7,Pcs,1381020,9667140,Retail,Jakarta
C003,UD Sentosa,INV20210815170,B001,Laptop Lenovo,8/15/2021,N7,4,Pcs,1231656,4926624,Retail,Surabaya
C002,CV Maju Terus,INV20210815311,B004,Keyboard Mechanical,8/15/2021,N15,3,Pcs,605502,1816506,Distributor,Bandung
C002,CV Maju Terus,INV20210816677,B004,Keyboard Mechanical,8/16/2021,N7,10,Pcs,664578,6645780,Retail,Bandung
C004,PT Makmur Bersama,INV20210816153,B001,Laptop Lenovo,8/16/2021,N30,1,Unit,1987505,1987505,Distributor,Medan
C002,CV Maju Terus,INV20210816535,B004,Keyboard Mechanical,8/16/2021,N7,10,Unit,1404960,14049600,Distributor,Bandung
C004,PT Makmur Bersama,INV20210816779,B004,Keyboard Mechanical,8/16/2021,N15,5,Unit,303980,1519900,Grosir,Medan
C003,UD Sentosa,INV20210817499,B001,Laptop Lenovo,8/17/2021,N30,7,Unit,650629,4554403,Distributor,Surabaya
C004,PT Makmur Bersama,INV20210818258,B004,Keyboard Mechanical,8/18/2021,N30,12,Unit,1583204,18998448,Retail,Medan
C005,CV Berkah Abadi,INV20210818456,B002,Printer Epson,8/18/2021,N30,11,Pcs,1114756,12262316,Retail,Semarang
C003,UD Sentosa,INV20210818651,B003,Mouse Logitech,8/18/2021,N7,17,Pcs,219006,3723102,Distributor,Surabaya
C005,CV Berkah Abadi,INV20210818269,B004,Keyboard Mechanical,8/18/2021,N7,6,Pcs,1347541,8085246,Retail,Semarang
